StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,section,Q1.1,Q1.2,Q1.3,Q1.4,Q2.2,Q3.1,Q3.1_7_TEXT,Q3.2,Q3.3,Q3.3_6_TEXT,Q3.4_1,Q3.5_1,Q3.6,Q3.7,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q4.1_6,Q4.1_7,Q4.1_8,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q5.1_7,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.2_5,Q6.2_6,Q6.2_7,Q6.2_8,Q6.2_9,Q6.2_10,Q6.3_1,Q6.3_2,Q6.3_3,Q6.3_4,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.2_1,Q7.2_2,Q7.2_3,Q7.2_4,Q7.3_1,Q7.3_2,Q7.3_3,Q7.3_4,Q7.3_5,Q7.3_6
##########,##########,IP Address,,100,1285,TRUE,##########,R_3P6MNHD1uscMKng,,,,,,,anonymous,EN,2,,sepia-habanero,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,Curiosity or interest in computer science,It helped build my computer science skills for my other interests",,"Took a computer science or programming course not associated with AP or dual enrollment,Learned a computer programming language on my own,Engaged in software or hardware related projects",First Year,,I lean towards NOT Declaring a CS Major,I might or might not declare a CS Minor,Bioscience,NA,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Often,Often,Often,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Between 1 and 5 hours,Between 1 and 2 hours,Between 5 and 10 hours,Between 1 and 2 hours,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
##########,##########,IP Address,,100,284,TRUE,##########,R_1LIKWHJnRi8Yx9v,,,,,,,anonymous,EN,2,,shadow-cantaloupe,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,,First Year,,I might or might not declare a CS major,I lean towards NOT Declaring a CS Minor,Engineering,Minor: Computer Science,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Often,Often,Often,Often,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Between 5 and 10 hours,Between 1 and 5 hours,Between 5 and 10 hours,Less than 1 hour,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
##########,##########,IP Address,,100,15014,TRUE,##########,R_3Ed8KbEfJjgtAn4,,,,,,,anonymous,EN,2,,shamrock-rosemary,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,It helped build my computer science skills for my other interests",,Took AP Calculus AB,Junior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Biological Sciences,Statistics and Data Science,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Rarely,Sometimes,Often,Often,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Between 1 and 5 hours,Between 1 and 2 hours,Between 1 and 5 hours,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
##########,##########,IP Address,,100,458,TRUE,##########,R_rfqD2CQ82mR3b9L,,,,,,,anonymous,EN,2,,silver-courgette,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,A teacher or other mentor encouraged me to",,"Took AP Calculus AB,Took other AP courses",First Year,,I might or might not declare a CS major,I might or might not declare a CS Minor,NA,NA,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Rarely,Often,Often,Rarely,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Between 1 and 5 hours,Less than 1 hour,Between 1 and 5 hours,Less than 1 hour,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
##########,##########,IP Address,,100,535,TRUE,##########,R_2sZwXgH0dnB7bDd,,,,,,,anonymous,EN,2,,sunglow-grape,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,It was required for my major/minor,,"Took AP Calculus AB,Took AP Calculus BC,Took other AP courses,Took part in student groups related to computer science",Other (Please specify),2025J,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Statistical and Data Sciences,Government or Environmental Science & Policy,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Rarely,Often,Often,Rarely,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Between 1 and 5 hours,Between 1 and 2 hours,Between 5 and 10 hours,Between 1 and 2 hours,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree
##########,##########,IP Address,,100,735,TRUE,##########,R_2ts8OKfiL2HbXL5,,,,,,,anonymous,EN,2,,tan-pomegranate,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,Curiosity or interest in computer science,My parents encouraged me to,A teacher or other mentor encouraged me to,It helped build my computer science skills for my other interests",,Took a computer science or programming course not associated with AP or dual enrollment,Sophomore,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Biological Sciences,Anticipating declaring a minor in Data and Statistical Sciences,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Rarely,Always,Often,Sometimes,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Between 5 and 10 hours,Between 1 and 5 hours,Between 5 and 10 hours,Less than 1 hour,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree
##########,##########,IP Address,,100,18397,TRUE,##########,R_NWltaMdQRuNHCMh,,,,,,,anonymous,EN,2,,timberwolf-rosemary,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,It helped build my computer science skills for my other interests",,"Took AP Calculus AB,Took other AP courses",Senior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Government,NA,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Rarely,Sometimes,Often,Sometimes,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Between 1 and 5 hours,Less than 1 hour,Between 1 and 5 hours,Less than 1 hour,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
##########,##########,IP Address,,100,537,TRUE,##########,R_3qrmokAk9movzRZ,,,,,,,anonymous,EN,2,,violet-jackfruit,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,"Took other dual enrollment courses,Took a computer science or programming course not associated with AP or dual enrollment,Completed an online course related to computer science or programming (e.g., MOOC)",First Year,,I might or might not declare a CS major,I might or might not declare a CS Minor,Biology,"Biochemistry, Music, Studio Art",Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Rarely,Always,Rarely,Always,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,More than 10 hours,Between 1 and 2 hours,More than 10 hours,Between 1 and 2 hours,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree
##########,##########,IP Address,,100,404,TRUE,##########,R_RPG91FR86P1KGNX,,,,,,,anonymous,EN,2,,yellow-clementine,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,Took AP Calculus BC,First Year,,I lean towards NOT Declaring a CS Major,I lean towards NOT Declaring a CS Minor,NA,NA,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Rarely,Often,Often,Sometimes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Between 1 and 2 hours,Less than 1 hour,Between 1 and 5 hours,Less than 1 hour,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree
##########,##########,IP Address,,100,432,TRUE,##########,R_2mg5BPdGCFPPsBz,,,,,,,anonymous,EN,2,,yellow-nut,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,Other (specify in the text area)","My brother did it and enjoyed it, and we are similar so I thought I might, too.",,First Year,,I might or might not declare a CS major,I might or might not declare a CS Minor,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Rarely,Rarely,Sometimes,Never,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Between 1 and 5 hours,Less than 1 hour,Between 1 and 5 hours,Less than 1 hour,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree
##########,##########,IP Address,,100,22,TRUE,##########,R_3jSrcuVg90X0r24,,,,,,,anonymous,EN,3,,almond-scallion,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I do not agree to participate and will be excluded from the remainder of the questions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##########,##########,IP Address,,100,17495,TRUE,##########,R_25Z5l0iFXtVePXj,,,,,,,anonymous,EN,3,,asparagus-frisee,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,Curiosity or interest in computer science",,Took a computer science or programming course not associated with AP or dual enrollment,First Year,,I am sure that I will NOT Declare a CS Major,I lean towards NOT Declaring a CS Minor,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Sometimes,Often,Always,Often,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Between 1 and 5 hours,Between 1 and 2 hours,Between 5 and 10 hours,Between 1 and 2 hours,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree
##########,##########,IP Address,,100,673,TRUE,##########,R_7Ol09yptZPabd6N,,,,,,,anonymous,EN,3,,black-olive,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,,Other (Please specify),Diploma student (grad),I am sure that I will NOT Declare a CS Major,I might or might not declare a CS Minor,"Chemistry, English, Education Studies","my majors are all equal, NA",Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Sometimes,Often,Often,Sometimes,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,More than 10 hours,Between 1 and 2 hours,More than 10 hours,Between 1 and 2 hours,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree
##########,##########,IP Address,,100,337,TRUE,##########,R_1FwD3Hv7fAM9tII,,,,,,,anonymous,EN,3,,blush-frisee,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,Curiosity or interest in computer science,It helped build my computer science skills for my other interests",,"Took other AP courses,Took a computer science or programming course not associated with AP or dual enrollment,Completed an online course related to computer science or programming (e.g., MOOC),Learned a computer programming language on my own,Engaged in software or hardware related projects,Took part in student groups related to computer science,Attended a workshop or other training in computer science (e.g., through your local library, community center, etc.)",Junior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,SDS,PSY,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Rarely,Often,Often,Sometimes,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Between 5 and 10 hours,Less than 1 hour,Between 5 and 10 hours,Less than 1 hour,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree
##########,##########,IP Address,,100,422,TRUE,##########,R_2rGKBKclYJmL3jj,,,,,,,anonymous,EN,3,,blush-quince,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I do not agree to participate and will be excluded from the remainder of the questions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##########,##########,IP Address,,100,234,TRUE,##########,R_qJvRLbjHnn0T2IF,,,,,,,anonymous,EN,3,,brown-jambul,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,It helped build my computer science skills for my other interests",,"Took AP Calculus AB,Took AP Calculus BC,Took other AP courses",Junior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Mathematical Sciences,Jewish Studies minor and Archives concentration,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Sometimes,Sometimes,Sometimes,Often,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Between 1 and 2 hours,Less than 1 hour,Between 1 and 2 hours,Less than 1 hour,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
##########,##########,IP Address,,100,256794,TRUE,##########,R_2uxpASgPuLBN3Ua,,,,,,,anonymous,EN,3,,brown-papaya,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,It helped build my computer science skills for my other interests",,"Took other AP courses,Completed an online course related to computer science or programming (e.g., MOOC),Learned a computer programming language on my own",First Year,,I might or might not declare a CS major,I lean towards NOT Declaring a CS Minor,NA,NA,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Often,Sometimes,Often,Sometimes,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Between 1 and 5 hours,Less than 1 hour,Between 1 and 2 hours,Less than 1 hour,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
##########,##########,IP Address,,100,265,TRUE,##########,R_2zpR0iMoJRHP7sj,,,,,,,anonymous,EN,3,,chestnut-chayote,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,It helped build my computer science skills for my other interests,,Took AP Calculus AB,Senior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Quantitative Economics,Psychology,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Often,Always,Often,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Between 1 and 5 hours,Between 1 and 2 hours,Between 5 and 10 hours,Between 1 and 2 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree
##########,##########,IP Address,,100,281,TRUE,##########,R_3MFhCl1apeS6LNn,,,,,,,anonymous,EN,3,,dandelion-apricot,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,My parents encouraged me to,It helped build my computer science skills for my other interests",,,Sophomore,,I am sure that I will NOT Declare a CS Major,I lean towards NOT Declaring a CS Minor,Chemistry,,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Never,Often,Often,Sometimes,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Between 5 and 10 hours,Between 1 and 2 hours,Between 5 and 10 hours,Less than 1 hour,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree
##########,##########,IP Address,,100,808,TRUE,##########,R_3maaBactwqgj38b,,,,,,,anonymous,EN,3,,denim-rutabaga,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,Curiosity or interest in computer science,It helped build my computer science skills for my other interests",,"Completed an online course related to computer science or programming (e.g., MOOC)",First Year,,I lean towards Declaring a CS Major,I might or might not declare a CS Minor,NA,NA,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Often,Always,Often,Sometimes,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Between 1 and 5 hours,Between 1 and 2 hours,Between 1 and 5 hours,Between 1 and 2 hours,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
##########,##########,IP Address,,100,192755,TRUE,##########,R_1flwqlgmEJcTk6k,,,,,,,anonymous,EN,3,,gold-oregano,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,It helped build my computer science skills for my other interests",,,Junior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Biochemistry,Mathematics minor,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Sometimes,Often,Rarely,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Between 1 and 5 hours,Less than 1 hour,Between 1 and 2 hours,Less than 1 hour,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
##########,##########,IP Address,,100,740,TRUE,##########,R_3hlt4XEzI9v4ygQ,,,,,,,anonymous,EN,3,,gray-coconut,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,It was required for my major/minor,,"Took AP Computer Science Principles,Took AP Calculus AB,Took AP Calculus BC,Took other AP courses,Took other dual enrollment courses,Took part in student groups related to computer science",First Year,,I am sure that I will NOT Declare a CS Major,I lean towards NOT Declaring a CS Minor,Engineering,NA,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Often,Rarely,Often,Rarely,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Between 1 and 5 hours,Less than 1 hour,Between 5 and 10 hours,Less than 1 hour,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
##########,##########,IP Address,,100,29,TRUE,##########,R_2wNpgJZ5PMJJ4j6,,,,,,,anonymous,EN,3,,lavender-turnip,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I do not agree to participate and will be excluded from the remainder of the questions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
